キーボー,カップル,フラワー,パンチラ,ポンコツ,カップラ,ハードボ,コッパー,ベンチャラ,ドンピシ,キーワー,シナジー,コントロ,ジャンバラ,ワイドシ,ワンクリ,ブラジリ
1,1,1,1,1,2,3,5,1,2,6,1,1,1,1,3,1
