キーボー,ポリシー,ムズアップ,エンジン,ジーゲー,ゴリジン,メリカン,ハッピー,ワンパタ,キーパー,ブンスタ,コンシュー,ツートン,ドタバタ,キーワー,デンシー,ハッキリ,コントロ,マジキチ,コンピュー,スーパー,ドーキン,バタフラ
3,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,5,1,1
