ガタガタ
['（この硬くて捩れないというのは衝撃をモロに伝えるために乗り心地が悪くなるのだが、一番いい例だと「新型ゆりかもめが凄く振動してガタガタしてなんかおかしい」なんて話題があったけど、これの原因も新型ゆりかもめの車両がアルミ合金になっちまったからだよ）']
