エンジン,グスペッ
['車好きはBMWなどにエンジンを卸しているメーカーと勘違いする者もいるが、音楽系のメーカーである。'],['それは当然「小型化された存在」になったからであって、そもそもK3003の時点でちょっとしたヘッドフォンには普通にカタログスペックで勝てるぐらい様々な周波数を網羅して音を提供できていた。']
