くったら,わなかっ,ちんぴら
['まぁ、適当につくったらこんなもんです。皆さんはもっと話を練ってもう少し細かく書いていきましょう。'],['というわけで、すぱなさんが使ったり使わなかったりしているぷろっとの書き方を公開します。'],"['5：無双するよー\u3000【ＮＥＷ】ちんぴら冒険者どもが襲い掛かってきたけど楽勝。', '5：無双するよー。ちんぴら冒険者どもが襲い掛かってきたけど楽勝。', '5：無双するよー。ちんぴら冒険者どもが襲い掛かってきたけど楽勝。', '5：無双するよー。ちんぴら冒険者どもが襲い掛かってきたけど楽勝。']"
