ぷりする,こっから,にこぷん,すること
['人が倒れているのに、知らんぷりするとかは、それは無いですよ。'],['お給料をもらうために、こっからここまで働いてねって、あなた言ったじゃない。'],['まじ、にこにこぷんぷん丸です。'],"['残業は申告制で、短時間だと申告することを嫌がるの。', 'へぇ、ただ働きをすることを、我慢するっていうんだ。']"
