グーグル,エンジン
['\u3000グーグルアースで見ても、周辺一帯田んぼだらけでポツーンとあるその農家しかなくて……。'],"['\u3000要するに、検索エンジンがお粗末な代物の上に、DB最適化が上手く行ってないんだろうね。', '\u3000こないだ、一時的に落ちてたのも何人ものなろう作家さんが、一斉に自作品の無断掲載を確認しに行って、検索エンジンに過負荷を与えたせいなんじゃって、推測が成り立つ……これ多分、そんなに的外れじゃないと思うんだよね。']"
