リンシャー,ポージン,リンマジ
['\u3000変種が存在することもあり、ホブゴブリン、ゴブリンシャーマン、ゴブリンマジシャンなどが代表的。'],"['\u3000当然、ポージングも重要になってくる。', '\u3000まして知性を持つゴブリン達となれば、当然この「ポージング」にもそれが発揮されることとなる。']",['\u3000変種が存在することもあり、ホブゴブリン、ゴブリンシャーマン、ゴブリンマジシャンなどが代表的。']
