コンクー,スカウト
['\u3000様々な賞コンクールは開催しておりますが、顔合わせの授賞式が行なわれる賞ばかりではありません。'],"['\u3000二十代三十代の、社会人経験者さんがスカウトされたのなら、基本的には大丈夫だと思います。', '\u3000しかし、学生さんが社会を知らないままスカウトされるということも、ここではありえるのです。']"
