ウンワー,グルマザ,コンドー,ピンクサ,スーパー,コンスタ
['なにせ求人広告を安くタウンワークで出すとかはできません。\n'],"['\u3000また小さな子供がいるシングルマザーも結構多い。\n', 'なかなか職探しも難しいシングルマザーには風俗は最後のセーフティーネットだ。\n']",['また、グリンスという病気持ちの人間だとめちゃくちゃしみる殺菌能力の高い液体石鹸を使ってあらうので、明らかに性病持ちっぽいお客さんはその時点で接客を拒否するかコンドームを完全着用しない限りプレイできません。\n'],['\u3000ただし、ピンクサロンやセクキャバなど性風俗にひっかかりそうな業態の飲食名義の店でも通常の飲食営業でやっている場合もあります。\n'],['\u3000風俗店側も働いている女性にHIV持ちやスーパー耐性菌林病もちなどがいてそれがニュースになったりしたら間違いなくつぶれますのできちんとしているのです。\n'],"['\u3000そして実際にちゃんとリピーターを獲得してコンスタントに稼いでいる女の子はいるのだ。\n', '女の子が一日いくら位稼げるかはそれこそピンからキリまでだが、リーマン・ショックまでは売れっ子なら一日１２時間ぐらい働いて予約ギッシリで１０万円コンスタントに稼いで基本的に週一日しか休まず生理で一週間を休んでも、月に２０日働いて月二百万円稼げる子も珍しくなかった。\n', 'しかし、今ではその半分の５万コンスタントに稼げればいいほうで４万くらいが普通だろう。\n', '\u3000努力型は自分の外見や体型の維持に余年がなくハキハキ喋りよほどひどい客でなければ感情を律することができてお客さんのデータを細かく手帳にメモを取って覚えておきお客さんに対してほぼ完璧な接客をできるタイプ、このタイプは多少年をとってもコンスタントに稼げるので強い。\n']"
