ことでか,べたとこ,ちゃらはー,ちんぷん,ぶらざー,しとけば,うとする,めりかん,はっきり,うところ,かんぷん,ぴーがー,からんわー,ふんにゃー,いじくっ
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
