ひそひそ
['ようは音楽系のあにめだとひろいんが高確率で身につけるへっどふぉんになってしまい、「AKGが好きだ」ということを矢面で言えば陰でひそひそとあにめおたく扱いされるのは嫌になったのでそにーに鞍替えしたわけだ。']
