ふむふむ,そろそろ,ぼろぼろ,ぐらぐら,ぼちぼち,ぽつぽつ,ぎりぎり,かりかり,ちょいちょい
['\u3000ふむふむ興味深く読んでいましたが……読み進むにつれ、頻出する一つの単語が目に付きました。\n'],['\u3000国語の先生？\u3000ばかな。そろそろ受験生だぞ私。勉強の相談ならともかく、おりじなる小説見てもらってどうする、と思いました。\n'],['\u3000はーい、『Arcadia』などのくそめたにぶった切られても一次小説を連載していたいう方々の存在が説明できませんね。片手落ちのえっせいで大変申し訳なす。いや、もう他にもいろいろぼろぼろこぼしてますけど……すべてを網羅したえっせいを書くなど、にわかには不可能です。\n'],['\u3000書きかけを投下してるので、気持ちはぐらぐら揺れて不安定。目に見えるもちべーしょんを求めます。書き終わってから投下しろやい。\n'],['\u3000勢いでえっせいを書き始めて投下したはいいものの、ぼちぼち自分でも何を書いているのかわからなくなってきました。\n'],['\u3000私がぽつぽつとなろう小説の読み専に入ったのが、魔法科高校が書籍化した頃でした。\n'],"['\u3000いや、ぎりぎり『批評は善』の善悪からは離れてないけど、読みやすく整理されてるのか？\n', '\u3000ぎりぎりの消印欲しさに夜間受付可の郵便局を探したあの頃。\n', '\u3000個人さいと時代を知り、十五年以上も前から読み専にいる、にわか新参を名乗ることはぎりぎり許されるねっと小説界の新参者なのです！\n']",['\u3000授業中にかりかりとのーとに書きました。\n'],['\u3000ちょいちょい書く前のあいでぃあの相談とかもしてもらってます。\n']
