エントロ,プスブル,バリスタ,ワクチン,コンクリ,ハーピー,エンジン,ムンクル,ワーバラ,ジンガー,アーボー,チンギス,ホイザー,カタフラ,クラシッ,グーグル,リンキラ,キーワー,マルクス,チンパン,スイギリ,プンワー,コントロ,プラグイ,コンスタ,リンシャー,スタドー,コンピュー,スパイラ,ブラウン,スーパー,ピンポイ,バンサラ
1,2,1,1,1,1,1,4,3,1,1,1,1,3,7,1,1,11,1,1,1,1,7,12,3,1,1,1,1,1,1,1,9
