ヒソヒソ
['ようは音楽系のアニメだとヒロインが高確率で身につけるヘッドフォンになってしまい、「AKGが好きだ」ということを矢面で言えば陰でヒソヒソとアニメオタク扱いされるのは嫌になったのでソニーに鞍替えしたわけだ。']
