あっぷする,からすれ,しゃーから,ぶらざー,するから,しっかり,すること,うだから,くりする
['\u3000それからのもちださんは、元からある「ぷろっとを書いてしまうと満足してしまう」「書いたら皆に見せたくなってしまう」という特殊性癖？もあるため、とにかく書きまくってはさいとにあっぷするようになりました。'],['\u3000３は、現在連載している作品を楽しみにしている人達からすれば、本当に「何言ってんだこのもちもちめ。乾かしてから揚げてやろうか」と思われるかもしれません。できることなら仕上げにたまり醤油をじゅわっとかけていただけたら御の字？なのですが。'],['\u3000書かなければというぷれっしゃーからのすとれす、食欲不振、会社勤めをしているため睡眠を削っての執筆は、もちださんの体から免疫力を奪ったのです。'],['\u3000書籍化なんてやめてほしいという人も……いやいや、ちょっと待ってください。せいせいせい。落ち着こうぜぶらざー。'],['「楽しみにしていたＷＥＢ小説の作品が書籍化することになって、嬉しいんだけど更新頻度が低くなったりえたったりするから書籍化って聞いても素直に喜べない」'],['\u3000それをするきっかけになったのが「書籍化」でした。自分の書いた文章を何度も何度も見直すという、もちださん曰く「羞恥ぷれい」をさせられた結果、これはＷＥＢにあげた時点である程度しっかりしたものを……と思ったようです。'],"['「楽しみにしていたＷＥＢ小説の作品が書籍化することになって、嬉しいんだけど更新頻度が低くなったりえたったりするから書籍化って聞いても素直に喜べない」', '\u3000もちださんは無理することをやめました。']","['\u3000もちださんは元々小説を書いていた人ではありません。楽しそうだからという理由で書き始めて三ゖ月目のことでした。らんきんぐの存在も自分にとって無縁なものと思っていたので、突然始まった感想欄の荒れとぶくまの嵐に翻弄されたのです。', '\u3000途中で止まるかもしれないけど、それでも出しておかないと後悔しそうだから、と。']",['\u3000びっくりするくらい綺麗にまとまりましたね。']
