えんじん,よたくら,くらうん,するから,こっくだ,しなかっ,すーぱー,めりかん,かーぼん,たったら,すること,でこぼこ,ぽーつか,ぐらいら,うんたら
4,1,5,2,1,1,1,1,3,1,2,1,8,1,1
