つらつら
['\u3000あべのみくすについての批判であるが経済せんすぜろの戯言がつらつらと並べ立ててある。量的緩和が～出口戦略が～彼らは量的緩和にいんふれ傾向が無いと考えているのだろうか？\u3000或いは、かねを刷ったら不思議な力が働いていんふれになる？\u3000まるでばか丸出しの言説だ。']
