まちまち,だらだら
['\u3000ただこの辺りの感想評価は、人によってまちまちです。辛口が苦手ならば遠慮しておきましょう。誹謗中傷で傷つくのは当たり前です。あなたの書き方、対応の仕方を見つけましょう。'],['\u3000となると、文庫本のように読むわけにもいかなくなってきます。結論として、長すぎると読みにくいのです。だらだら続けるより、区切りのいい場所を見つけて分けるのも、読者が増える秘訣です。']
