すっかり,かりだっ,すること,いがぶつ,でぶつか,うじゃうじ,だったた,うとしな,けたとこ,とぼやい,ぎしたか,のしばら,いがする,つらのこ,ぐちゃぐち,ばっかり,にこちら,にこうし,はっきり,しながら,すっきり,いらしく,にこのこ,がちにや,ぶりすら,こんぷり,こうもこ,がみつい,ことから,じろぎし,ぶつかり,ずってく,ずるとこ,ばしてく,まじかっ,さっぱり,つけてく,くしゃわー,うしたら,しなかっ,うるさっ,せこちら,ころだっ,みりもそ,からこそ,とこちら,すーぱー,おいてく,さったら,わなかっ,からこん,やいぎり,ごそうと,ずかしげ,がってく,うとする,むくじゃら,がしたか,からはっ,からじり,ばっちり,さばげー,さんから,するから,けたこと,だったか,ぺっとぼ,かっこつ,めたこと,ずっとこ,めちゃくちゃ,けたがっ,ざわめき,くつもり,しくこち,もりだっ,からする,かってく,くしゃがみ,ついてく,めたかっ,もやしな,ついたら,かったか
1,3,19,1,1,1,1,3,1,1,1,1,1,1,2,1,9,1,1,22,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,6,5,2,1,1,3,1,1,1,2,1,15,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,6
