すること,ことだっ,てくのろ,はっきり,しながら,こんとろ,からそよ,どきする,ことにや,うしたら,しなかっ,するとこ,ごとにた,じたこと,ついまじ,するくら,するすい,どさくさ,かすこと
3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
