めたじー,かったた,うしてか,ころにこ,はっきり,うとする,よろしく,しながら,うところ,ころぐら,だったら,すいくら,もぐらん,まじかっ,べたとこ,わいやわ,すっかり,がっかり,からしば,すること,けたみり,たかがし,すいから,ひくつか,しばかり,ざわざく,からこそ,するくら,かったか
1,2,2,1,2,1,1,1,2,1,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1
