もわかっ,すっかり,するにこ,すること,びかけた,からがら,ことだっ,ぐらいじ,ちらから,からもぞ,がしてく,ぐちゃぐち,にこちら,からきょろ,はっきり,うだから,しながら,いらしく,こともそ,だってか,せかけた,くださっ,からこう,からだっ,あっぷしな,かったた,こうから,からのこ,おいたら,くさがり,びかかっ,よろしく,からもそ,もこちら,しばさん,さっぱり,ついてか,つけてく,もそうだ,なようだ,ことぐら,するさっ,つけたら,ころから,しなかっ,ぶつかっ,ころだっ,ころじゃか,するとこ,がったか,めそうだ,とこちら,つかこち,すーぱー,とってく,ぎたこと,おいてく,ぐらいが,がりがちゃ,ふわのそ,わなかっ,しなくちゃ,らんから,ことはた,ひたすら,いそうだ,こりうる,はたくさ,ぺっくに,がってく,わーあっぷ,うとする,しとする,すらけっ,がしたか,たらしく,さんもこ,もりすく,かったら,さんから,するから,ごくかっ,くらいそ,だったか,だったら,うるから,こそうと,びしょびし,あっぷする,ゆること,めたこと,からばっ,ことしな,からずっ,さんもそ,ぶること,もわから,からする,ぐらかさ,かってく,がちゃがち,からこと,もたくさ,きーだっ,びかかり,ついてく,からつい,さんのこ,うらしく,とっくに,ことだら,うところ,とこうは,うろつい,けっとぼ,かったか
2,2,1,12,1,1,1,2,1,1,1,1,2,1,3,1,7,2,1,1,1,2,1,1,1,1,3,4,1,1,1,6,1,1,15,1,2,3,5,1,2,1,1,1,5,1,3,1,1,3,1,1,1,3,1,1,3,1,1,1,2,1,1,1,4,1,1,1,1,2,1,14,1,1,1,8,1,1,12,1,1,1,1,4,9,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,1,3,2,2,2,1,1,1,1,1,5,1,3,1,9
