きらきら,そろそろ,ばらばら
['「本当に。きらきらと輝いて宝石のようですわ」\n'],"['「あぁそろそろ婚約者を決めないといけないが国内では気に入った奴はいないらしい」\n', '「さて、そろそろ来るな」\n', '「そろそろ王の執務が終わるころかしら？」\n', '「そろそろですわね」\n', '「知りません。そろそろ湯浴みの時間では無いですか？」\n', '「そろそろ皆様がいらっしゃる時間ですわね」\n', '「そろそろいゔぇんぬが痺れを切らすころかしらね？」\n']",['言語がばらばらだから全部読むのは大変だが、知っている言語だけでも結構な冊数がある。\n']
