ワクワク,ドキドキ,ゾクゾク,ズタズタ,キョロキョロ,イライラ
['\u3000そう言い切られて、もういいかと思った。キアンとは結ばれなかったけど、幼馴染とこれからもまったりと暮らしていくのは楽しいかもしれない。だって、この生活は初めてだから。ワクワクする。\n'],"['\u3000最初に手を抜いた時、悪いことをしているのではないかと胸がドキドキしたのも覚えている。耳鳴りもひどくて、手に汗をかいていた。ちゃんと狙い通りになったことが分かった時には、どっと力が抜けた。あまりのドキドキに死にそうだった。\n', '\u3000最初に手を抜いた時、悪いことをしているのではないかと胸がドキドキしたのも覚えている。耳鳴りもひどくて、手に汗をかいていた。ちゃんと狙い通りになったことが分かった時には、どっと力が抜けた。あまりのドキドキに死にそうだった。\n']",['\u3000何だろう、このゾクゾク感。\n'],['\u3000あれから、学園でも色々あった。教科書は知らない間に盗まれた。学園に置いてあった制服の予備がズタズタになっていた。その他にも小さな嫌がらせや、本気でやめて欲しい嫌がらせが続いていく。\n'],['\u3000キョロキョロと辺りを見回しながら、ゆっくりと会場を回る。会場は談笑している人々、ダンスを楽しんでいる者、先に食事を楽しんでいる者など様々だ。この夜会を主催した伯爵の姿も見えた。だが、キアンもカロリーナも見つからない。\n'],['\u3000そう、彼女はわたしにワインを掛けられたくてぶつかってきただけ。下手糞だけど。勝手に動かないで欲しいわ。予定通りに行かないとイライラするから。\n']
