するぐら,かりだっ,すること,ことだっ,だったた,ちらから,はっきり,とってか,けたから,くださっ,からだっ,ことから,かったた,ついてか,もそうだ,しなかっ,けたかっ,からこそ,がったか,とってく,しないそ,わなかっ,ぬくもり,しないが,ひたすら,いそうだ,とこぼさ,かさだっ,うとする,しくする,ふさわし,だったか,だったら,くっきー,ことすら,するくら,もりだっ,ぐらかさ,ずかしな,かってく,ことにた,じたとこ,たためた,うところ
1,1,11,6,2,1,1,2,1,3,2,3,2,1,3,5,1,3,1,1,1,4,1,2,2,1,1,1,2,2,1,3,2,2,2,1,1,1,1,1,1,1,1,4
