グチャグチャ,キョロキョロ,ビショビショ,ギリギリ,ポツポツ,チラチラ,ガチャガチャ
['\u3000気づけばゾンビの頭は、原型をとどめていない程にグチャグチャになっていた。\n'],"['気が付いた後、少しボーっとしてからキョロキョロと周りを見回すようにして、状況を飲み込んだらしい。\n', '\u3000いきなり、転移させられたせいで少しの間キョロキョロと辺りを見回していたゾンビだが、私を見つけたのか威嚇して襲ってきた。\n']",['ポケットに入れていたのなら、溶けてビショビショになっていてもおかしくはない。\n'],"['\u3000頭上から振り下ろされた竹刀が、風を切り、床ギリギリでピタッと止められる。\n', '\u3000というわけで俺は、空間把握の範囲内ギリギリまで転移し、そこで空間把握を使って人を探すということを繰り返していた。\n', '\u3000戦いの中で、空間把握が鮮明に見えるようになったのは、ギリギリの戦いで習熟度が上がったからか。\n', '\u3000それをギリギリでしゃがんで、かい潜り、絶妙のタイミングで間合いを詰めた。\n', '\u3000ところで、美奈の最後の回避はギリギリで、見ている俺の方が肝を冷やした。\n', '\u3000だからと言って、最後みたいなギリギリの回避は出来るだけ控えていただきたい。\n', '「おお、よくやったな。だが、最後みたいなギリギリの回避はあまりしないでくれ。もう少しで助けに入るところだったぞ」\n']",['そあちこちにポツポツと点在するかやぶき屋根の家。その間を縫うかのように作られた畑。苗などが所々に植えられている。\n'],['\u3000臼井先生の方はついてくる生徒が気になるらしく、後ろをチラチラと見てくる。\n'],['\u3000というか、パニックになった生徒が勝手に、ドアをガチャガチャやって逃げようとしている。\n']
