ホッゲホ,ランカラ,ドーザー,コンクー,ペットボ,ザーバッ
['「ゴホッゲホッ……うっ……あっ」\n'],['\u3000カランカランと言う甲高い音に振り向くと、男は真中の方に向かってきた。\n'],['\u3000暴走車やら暴徒が突っ込んで来たらドーザー戦車で轢き潰してでも通すなと言われていた。\n'],['\u3000ティア・ホールは7000人を収容できる建物で、講演会やコンクールなど様々な催しに使われる白い大きな建物であった\n'],"['\u3000事件発生から冷蔵庫や冷房の電源が入りっぱなしだったようで、ペットボトルはよく冷えていた。\n', '\u3000進路上に立ちふさがった感染者に間中は中身の入ったペットボトルを投げつける。\n', '\u3000時速20キロほどの自転車の速度とペットボトルの重量が打撃力となって感染者を襲った。\n', '\u3000とりあえず、床に散乱している食べ物とペットボトル飲料数点をバックパックに詰めるとレジに代金を置き、袋入りのスプーンを貰う。\n']","['\u3000着替えはキッチンにあったフリーザーバッグ（大）に入れ、空気を抜いて圧縮してバックパックの容量を確保する。\n', '\u3000テーブルの上に集めたものとフリーザーバックに入った着替えを手早くバックパックに詰めた。\n']"
