もわかっ,こんとこ,すること,からひた,ぶりくら,ゆるとこ,いがする,ぐちゃぐち,からよろ,めたとこ,うだから,しながら,いらしく,ことから,ことがっ,からのこ,こともた,ずかしく,しわくちゃ,よろしく,さっそく,ついてか,つけてく,もそうだ,しばかり,がたくさ,とろうと,さんだっ,ころから,しなかっ,ひりする,あはくっ,もそうは,からこそ,こんだっ,のこころ,するいじ,わなかっ,つらかっ,ことはた,ひたすら,ひらから,いそうだ,はたくさ,もそもこ,きりだっ,がくだら,がってく,かさだっ,うとする,はっぴー,しこもこ,じたこと,ばらだっ,ふさわし,するから,けたこと,わないが,だったか,だったら,のめもり,ぶりにこ,のことこ,べたにや,めたこと,ことすら,がちかち,からずっ,かっぷる,するくら,もわから,もりだっ,からつい,じところ,くいこう,とっくに,うところ,かすこと,きらいが,かったか
1,1,9,1,2,1,1,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,7,1,1,2,1,1,1,1,1,1,1,1,7,2,1,1,1,5,1,1,1,1,11,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,4
