ペットボ,ハッキリ,ドーボク,ウジャウジ,フルスイ,キーボー,バッチリ,ブリスタ,ヨロシク,サンプル,スーパー,オートロ,バックス,ガチムチ,カチャカチ,ボーパッ,ブルンブル,サッパリ,ゲージク,ガチャガチ,コンパク,クッキリ
4,3,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1
