ポッキリ,ハッキリ,スッキリ,ジタバタ,サッパリ,バッチリ
['\u3000そうして、高くなった鼻を見事にポッキリへし折られたことで、今みたいな大人しくて目立たない人間になろうと思ったのだけれど。\n'],"['「それにしても、結構、物事をハッキリと言うんだね。少し驚いたよ。以前までは、おどおどとして、自信なさげだったのに」\n', '「貴方はずっと、自分を地味だと平凡だと言っていたけれど、私達にとったら世界一可愛い娘なのよ。優しくて、物事をハッキリと言う貴方はとても魅力的で自慢の娘なの。それを忘れないで」\n', '「全く、毎日毎日飽きもせず、お暇なのかしら。ですが、一度、ハッキリと申した方がよろしいかもしれないわね」\n', '「ただ、遠くからお姿を拝見しているだけで良かったのに、立場も考えずに馬鹿なことをしてしまいました。単純に盛り上がって、傷つく方がいらっしゃることに目を逸らしていたのです。ハッキリと拒絶するべきでした」\n']",['「やけにスッキリとした顔をしていたから、空元気ということはないんじゃない？\u3000今は目的に向かってまっしぐらって感じだし。我が姉ながら、こうと決めたら突き進む姿は凄いと思うけどね」\n'],['「アメリア、何をジタバタしてるの？」\n'],['「可愛げ……つまり、隙のある女性ねぇ。どんな感じなのかサッパリ分からないわ。……そうだ、お母様に聞いてみようかしら」\n'],"['\u3000知り合いでも何でもない私が話しかけるのも変な話だし、通り過ぎようかなと思っていると、顔を上げた彼女とバッチリ目が合ってしまう。\n', '\u3000ホッとした私が顔を上げると、バッチリとルーファス様と目が合った。\n']"
