うらうら,うずうず,どきどき,ちょこちょこ,そろそろ,まじまじ
['\u3000南向きに一面がらす窓が張られている教室は、校舎脇に植えてあるいちょうの木漏れ日がさしてうらうらとあたたかい。北海道と呼ばれるこの島の最北端のこの地にも遅い春はやってきた。半開きの窓からそよぐ六月の風は、ついこの間までの寒々しさを払拭している。'],['\u3000先生の言葉に十二名のくらすめーとが沸き立つ。みんな外に出たくてうずうずしていたのだ。'],['\u3000いつになく真剣な眼差しのたけるの横顔を、あやはついまじまじと見つめてしまう。その時、補助脳から注意喚起の「意志」があやに伝えられた。いつもの癖で自分の講義に熱中して周りが見えていない先生の声が耳に届き、今が授業中だと言うことを思いだしてあやは慌てて目をそらす。訳も無く胸がどきどきする。いつもならほめおすたしすのふぃーどばっくで、補助脳から直接生脳へくーるだうんの指示があるのに、今日ばかりは素知らぬふりのようだ。'],['\u3000れおなるどが唐突に去ったことは、洋鵡の全身から緊張が失せたことで見て取れた。洋鵡は羽根を大きく広げ二、三度空を仰ぐような動作をし、ちょこちょこと演台の上を歩むと唐突に羽ばたいた。まっすぐ空に向かい上昇する。'],['「あ、うぅ。あ、あいわかった。確かにそなたらの意思の統一を認めた。こ、この依り代もそろそろ限界だ。我らの未来が光に満たされ、る。ること、を」'],['\u3000いつになく真剣な眼差しのたけるの横顔を、あやはついまじまじと見つめてしまう。その時、補助脳から注意喚起の「意志」があやに伝えられた。いつもの癖で自分の講義に熱中して周りが見えていない先生の声が耳に届き、今が授業中だと言うことを思いだしてあやは慌てて目をそらす。訳も無く胸がどきどきする。いつもならほめおすたしすのふぃーどばっくで、補助脳から直接生脳へくーるだうんの指示があるのに、今日ばかりは素知らぬふりのようだ。']
