ハッキリ,ジタバタ,カップラ,キーワー,サングラ,スカウト,ワタシワ,ワイトボ,スーパー,ハッアハ,ハラペコ,ブルンブル,ゴキブリ
5,1,2,1,1,1,1,1,2,1,1,1,2
