キラキラ,ブツブツ,ヒヤヒヤ,ガミガミ,グダグダ,ビクビク,ギリギリ,カチカチ
['\u3000キラキラと少年のように目を輝かせ、最高の笑顔でこちらに手を振っている親友のディラン。\n'],['\u3000ブツブツつまらなさそうに言ってるレナだが、自分の機体も壊れるんだから、そりゃ上もダメって言うだろう。\n'],['\u3000試し撃ちでもしないかとヒヤヒヤしたが、ディランもそこは常識があるようでやらなかった。\n'],['「んー、基礎体力訓練はちょっとキツかったかなぁ。あと、ガミガミ怒鳴る教官に当たるとマジ最悪。でも、優しい教官も結構いるし、映画みたいなしごかれ方はしないよ？\u3000殴ったりは無し」\n'],['\u3000甲板の上ではグダグダだったロイドもシャキッとして真顔で言う。\n'],"['「はは、大丈夫だって。そんなビクビクしなくても、閉まらなきゃ、自動で安全装置が働くだろ」\n', '「大丈夫大丈夫。早見君、キミ、ビクビクしすぎ」\n']",['\u3000空港のコンテナに囲まれたスペースを、大きくギリギリで回り込むレナ。減速するどころか加速しているが…。\n'],['\u3000残弾は意識していなかったようで、トリガーをカチカチとやって焦るレナ。\n']
