ペットボ,パーピー,ハッキリ,パッカパ,コンピュー,コントロ,ウジャウジ,ガッチリ,スッキリ,フルスイ,ダックス,ワームク,ケッサク,スクラン,スーパー,プリンクラ,ボーブリ,スッカリ,キロメー,メチャクチャ,サッパリ
2,1,3,1,1,1,1,1,1,1,1,2,3,3,3,4,1,1,1,1,1
