ノーカッ,ペットボ,ハッキリ,コンピュー,グジュグジ,ジタバタ,コントロ,カップラ,パカプラ,ブルゲー,ウジャウジ,ガッチリ,ヘッドロ,スカウト,ボクサー,パーチク,ワイトボ,ホッゲホ,サンプル,ギョロギョ,サワムラ,ウロチョロ,オートロ,コウモリ,スッカス,グチャグチ,ガッカリ,サッパリ,ガチャガチ,サンキュー,ピーチク,ランデブ,ドサクサ,ポッカリ,サンクス,ドタバタ
1,4,1,2,1,1,2,2,2,1,1,2,3,3,1,1,2,1,8,1,3,1,6,28,1,1,1,2,1,1,1,2,2,1,1,4
