ペットボ,コントロ,ドーザー,ランボー,ブラザー,ガッチリ,ダックス,ブラウザ,ブースタ,グースカ,ランクス,スーパー,フルオー,パキスタ,サーチラ,ブルパッ,ジーゲー,プルアップ,ゲートボ,トーチカ
1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,7
