すっかり,はっきり,しながら,からこう,もこちら,しなかっ,にこびり,わなかっ,こうだっ,うとする,かったら,だったか,きろめー,うとさら,ぶつけた,がしばら,とっくに,うろつい
1,2,3,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1
