ドタスク,ホログラ,ハッキリ,スクワー,コンピュー,ズルフラ,コントロ,ズタボロ,トップク,スラスタ,サングラ,カップル,ツートッ,ノロジー,キーボー,ブースタ,バッチリ,ヒーカッ,ランクド,サンプル,フルオー,テクノロ,サーチラ,ブラボー,キロメー,ランサー,バラクラ,サンキュー,ゴキブリ,コンパク,サンドバ,トーチカ,ポッキリ,ギーメー
2,18,1,1,16,1,12,3,1,39,1,3,1,2,2,15,2,1,2,2,2,109,4,1,1,3,4,2,1,1,1,2,1,1
