ペットボ,ハッキリ,コンピュー,プラグイ,スカウト,カップル,バッチリ,ブラグイ,クラスタ,ノコギリ,キロメー,グチャグチ,パラベラ,ワイパー,ガチャガチ,ブラジャー,ヘッドシ
4,1,2,2,1,1,1,1,1,6,2,1,1,1,6,6,1
