ばたばた,そろそろ,まじまじ,がりがり,うろうろ,ばきばき,からから
['ばたばたと、なにかが忙しなく動き回る音。\n'],['時計を見る。そろそろいかないとな。\n'],['改めて、自分の両手をまじまじと見つめた。\n'],['そうした後、彼はにわかに窓に駆け寄り今度は網戸を掻き毟る。がりがりと、爪を立て、牙を立てた。\n'],"['りびんぐの真ん中ではちょこがうろうろ、うろうろ同じ場所を回っていた。何かを考えるように。\n', 'りびんぐの真ん中ではちょこがうろうろ、うろうろ同じ場所を回っていた。何かを考えるように。\n']","['ばきばきばきばきっ！！\n', 'ばきばきばきばきっ！！\n']",['冷蔵庫からすぽーつどりんくを取り出して、こっぷに注いだ。寝起きで喉がからからだ。\n']
