かりかりこりこり,さくさくごくごく,ぱさぱさごわごわ,ぷるぷるいらいら,ふわふわくねくね,ぱりぱりさくさく,こりこりぼりぼり,ぽりぽりかりかり
1,1,1,1,1,1,1,2
