サーカス,トップク,ブラザー,ランペッ,カップル,ガシャガシ,ズバピタ,クッキー,キューコン,ガラクタ,ノコギリ,ランゲー,グスペッ,メチャクチャ,ブーメラ,モロコシ,ガチャガチ,グーパー,サンドバ,ドタバタ
1,1,1,9,1,1,1,2,1,2,3,1,1,2,2,1,1,1,12,1
