スープス,コントロ,サンズク,ピーキー,ハッピー,カップル,パーチク,ブラコン,ドキワク,クッキー,フルハッ,カラフル,ヒソクス,ピーチク,スイメー
1,3,1,1,6,1,1,2,1,19,1,4,1,1,1
