ハッキリ,トップク,キーワー,ガッチリ,スッキリ,スカウト,ハッピー,バッチリ,クッキー,カッチリ,バックス,トロベリ,トッパー,ブリザー
21,1,6,2,2,3,1,10,3,1,2,3,2,1
