ペットボ,クニシナ,ハッキリ,ジーラン,ムラカサ,コンピュー,コントロ,キーワー,ハッピー,トロダク,ワーアップ,キーボー,プラグラ,ヒーカッ,クッキー,サンプル,スーパー,パキスタ,ガラクタ,テクノロ,プリンクラ,ウトプッ,ザースー,パーオー,モロコシ,タッパー,コンパク,トッパー
4,47,27,1,113,1,14,1,11,1,2,2,1,1,1,11,1,3,4,1,47,2,2,56,3,1,1,1
