ペットボ,カップラ,スッキリ,フルスイ,ボクサー,カップル,スーパー,ヘッドボ,キープラ,サーモグ,オートロ,ワイパー,コンバッ,モロコシ,トロベリ,ゴキブリ,コンプリ,ドタバタ
14,1,8,1,2,9,4,1,1,1,1,2,1,1,1,1,1,1
