ことくら,びくしな,ぐちゃぐち,こうのし,びしばし,さんきゅー,はっきり,ちらへろ,ちらとー,よろしく,しながら,ちらにや,ちらもく,うところ,するから,さっそく,もだめー,にこちら,うようだ,だったら,のさぼり,ことだっ,らんもそ,らんがさ,ひっぐす,がらわー,はっちか,くいこと,まろうと,からきー,からのた,だったか,こんとろ,ちらへら,つけたら,けたとこ,かりのそ,するなよ,うとはっ,もそうだ,ぶつけた,もろくに,すること,めそうだ,つけてく,がたかっ,ふるおー,ことから,くつもり,しなかっ,ぱきつい,かりにこ,すくらん,がたいが,ぶつかっ,きくぎり,しないが,もそうは,とこちら,からさっ,らんがや,すったか,すくめた,からする,かったら,のためら,わなかっ,きーぼー,ぐだだっ,かったか,ばっちり,いがぽつ,しとけっ,わないが,かってく,おろぎー
1,1,1,1,2,2,2,1,1,2,11,1,1,2,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,3,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1
