ハッキリ,ジタバタ,コントロ,トップク,ランカラ,ガッチリ,ランザー,スッキリ,ガッシャー,カップル,バッチリ,アップスタ,スクラン,カチャカチ,ブツクサ,グーパー,ハラワタ,コンパク,ビシバシ,ドタバタ,ブリザー
1,2,10,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,10
