すっかり,からがば,ぷるする,すること,めらうと,にたじろ,ちらから,うろきょろ,のささや,かったじ,たらたぶ,がしてく,ばっかり,にこちら,はっきり,しながら,がらくら,がみつい,かったっ,こうから,こともた,ずかしく,くってく,もじしな,くすかっ,こうする,もりぴー,さっぱり,するぶり,けたくら,うしたら,しなどさ,つけたら,あわしな,ころから,しなかっ,かりいら,ぶつかっ,しゃりがし,こりする,さやくだ,べろうと,わいてく,ばらくす,ことにこ,わなかっ,からくら,しなくちゃ,がささや,いそうだ,もそもこ,ことがば,うとする,あはかっ,あはにこ,どーのこ,きらめら,げたいが,ばっちり,ぱりうざ,きらめた,ちらこそ,はらする,かったら,するから,ずらにこ,ぱりくら,じめから,わないが,だったか,なみにこ,だったら,きょろする,こそうと,ほっこり,うるさく,がちかち,めちゃくちゃ,もやする,からずっ,もわから,からする,かってく,にやする,ちらくら,たっぷり,どさくさ,がらほく,にやつい,がっかり,わくする,うところ,やいつか,からしば,かったか,がぶつか
2,1,1,5,1,1,2,1,1,1,1,1,1,2,6,11,2,2,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,6,1,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,8,1
