ブヨブヨ,ガタガタ
['引き戸の扉を開けると、目の前に全身がブヨブヨした人型が立っていた。水中ゴーグルのような目の淀み切った瞳と視線が合う。咄嗟に左手を上げたのを見た瞬間に身を隠し、針が外に飛んで行ったのを確認した後に拳銃を引き抜いた。銃だけを室内に向ける。\n'],['乗員に先導されて漁船の前甲板に出る。そこには足と肩を針のようなもので貫かれ、泡を吹いてガタガタ震えている漁師が寝転がっていた。肌は青白くなり目も虚ろになっている。\n']
