ペットボ,ブルシャワ,コンピュー,バタフラ,コントロ,カップラ,サングラ,スッキリ,スカウト,ブラウザ,タッブス,キーボー,クッキー,スーパー,ノコギリ,パープル,コウモリ,ペットコ,カラフル,グチャグチ,ブーメラ,カチャカチ,コンドー,サンキュー,フルスカ,メキシコ
1,1,5,1,1,5,1,3,1,1,1,3,1,13,28,1,1,3,1,2,1,1,1,1,5,1
