すること,びかけた,ことだっ,だったた,うとしな,てくのろ,のささや,いがする,めきしこ,ぐちゃぐち,ほっぶす,よろつか,はっきり,しながら,いらしく,ことさら,こうから,こんがつ,こうする,さっぱり,もそうだ,けたふら,からばり,がらすか,しなかっ,ころだっ,すくがつ,ばたつい,じめする,めそうだ,もこのこ,みりぐら,しないが,らんから,こんぴゅー,ひたすら,つけたた,いそうだ,ごそうと,がってく,うとする,たらしく,じたこと,からふる,かったら,だったら,がつくだ,けたかさ,ひそめた,きろめー,くつもり,がしかっ,ぎょろぎょ,ぶつけら,さんのこ,きーぼー,てけぶら,するちゅー,がらばり,うろつい,かったか
13,1,1,2,1,1,1,2,2,1,1,1,7,8,1,1,2,1,2,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,1,1,1,2,3
