ペットボ,バタフラ,ゴミムシ,スッキリ,ボクサー,カップル,クッキー,ポッコリ,ノコギリ,パチパキ,サンキラ,バックス,カラフル,メチャクチャ,ブルンブル,トロピカ,ブラジャー,サンキュー,ムシャムシ
14,2,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1
