ペットボ,ヒーメー,ノードー,ドーボク,トロゲー,ハッピー,ヒーカッ,ワイトボ,バッグズ,スーパー,キャッスル,カラフル,クスキュー,フットボ,ゴキブリ,コンプリ
5,1,1,1,1,1,1,2,1,2,5,1,1,1,1,2
