すること,べたとこ,ことだっ,だったた,いがする,がしてく,だだから,ばっかり,もろくに,じたから,めたとこ,はっきり,しながら,いがかり,いらしく,こともそ,がつくよ,たったら,べたこと,するなよ,にたぶら,からだっ,よろしく,がらおず,つけてく,さんだっ,しなかっ,ついさっ,ぱっちり,からこそ,きちんとこ,とってく,がつけら,おいてく,くつだっ,こそがり,わなかっ,しなくちゃ,しないが,はたくさ,もそもこ,がってく,たらうる,うとする,かったら,がたじろ,ふらする,するから,じめから,だったか,しなこと,がりこん,あはこう,ひそめた,ことすら,さらのこ,うとさら,もりだっ,にやする,しくしと,ずたじろ,かったか
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,3
