ケットコ,ペットボ,コンピュー,ブランドシ,ガッチリ,フルスイ,ワイトボ,スーパー,オートロ,メチャクチャ,ノープラ,グーパー,ケットボ,ゴキブリ
1,6,1,5,2,3,2,3,1,1,1,1,3,3
