すっかり,すること,ことだっ,うとしな,くいたら,ばっかり,はっきり,しながら,からすご,にやたら,ごしくだ,にたくさ,くすきゅー,うろちょろ,すらしく,ことから,かったた,こうから,おどしな,べたから,こうする,もこちら,もそうだ,もそもだ,がたくさ,ばりつい,しなかっ,けたかっ,ぶりつい,かたぶー,ざわつい,ぶつかっ,もそうは,するとこ,からばた,からこそ,ひやする,すーぱー,わいとぼ,わなかっ,しなくちゃ,からこん,ちらへと,はたくさ,きーわー,たぶつか,うとする,さんのた,さばげー,さんから,だったか,つかもわ,だったら,からげー,しなこと,くっきー,かっこつ,ずっとこ,さんにちゃ,さんもそ,くつもり,もりだっ,かってく,たっぷり,ついてく,うところ,くらいが,へっどし,かったか
1,10,4,1,1,1,4,2,1,1,1,3,1,1,1,3,1,1,1,1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,11,1,9,12,4,1,1,1,2,1,1,11,1,1,1,5,1,3,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,13
