ランクス,ブラジャー,コントロ,ノコギリ,スッカリ,ペットボ
['男は来なかった。廊下を覗いても居ない。廊下の足元にタオルと服と何足かの靴。靴のサイズはバラバラだった。服は男性用だった。ご丁寧にトランクスもあった。\n'],['アユミはシャツを脱ぎ足を包めた。ブラジャーだけの上半身は擦り傷や土でまみれていたが女の身体だった。松浦は勃起した。そのまま松浦もシャツを脱ぎアユミの真似をした。足が痛くてキツくなる度に松浦はアユミの半裸を見て山を降りた。\n'],['女の子はこの世界になる前は一流のホステスだった。水商売を選んだのはお金が目的よりも、お金持ちの社長や年上の男との駆け引きが面白く魅力的だったからだ。足を引っ張りあうのが当たり前の同じ店の女相手ですら上手くコントロールしていた。\n'],['何個かの懐中電灯。電池は小さいのしかない。ノコギリなど日曜大工一式。雪かきスコップ。車の中やボンネットまでくまなく探す。食べ物はカップ麺だけだった。それでも二箱。二十二個。\n'],['松浦はスッカリ忘れていた。そうだった。ここはもう街中だ。居ても不思議じゃない。\n'],"['ゴミ処理場の一室。窓の無い六畳の部屋。元は倉庫。壁と天井には何枚もの毛布や布が貼り付けてある。床には分厚いマットや布団。その上に机。机の上にペットボトル。\n', 'たくさんのライター。たくさんの粉末茶。双眼鏡。ご当地シャツとジャンバーの衣服。ロウソク。空のペットボトル。食器類と食器洗剤。石鹸。タオル。少しの塩。コーヒー豆。大きなビニールシート。袋類。\n', '水の入ったペットボトルを取り、女の子の部屋をノックする。\n', '出て来た女の子にペットボトルを渡す。\n', '男はまた口々に悪態を吐く。松浦は黙ってペットボトルの蓋を開けて下に撒き散らした。中身はガソリン。\n']"
