ペットボ,タッドタ,ジタバタ,モジャモジ,トップク,スラケッ,カップラ,ボクサー,ワイトボ,サンプル,スーパー,スッカリ,カラフル,クッキリ,ドタバタ
5,2,1,1,1,1,2,1,2,1,18,1,1,1,1
