フラフラ,カサカサ,ニコニコ
['\u3000涙を流したまま、老婆はフラフラとどこかへ歩き出す。\n'],['\u3000そのままカサカサと壁を靴裏でこすって先へ進もうとするが、それより速くサーロインステーキに追いつかれるであろうことは火を見るよりあきらかだった。\n'],['\u3000老婆は――犬を抱いている時はニコニコと笑みを絶やさず、大人しかった老婆は、鬼のような形相でアメリカ人に詰め寄る。\n']
