タタタッ,ハッキリ,モジャモジ,スッキリ,キーオー,ドーラン,ガッポガッ,バッチリ,カッチリ,ギョロギョ,ベロンベロ,サラツヤ,カチコチ,グチャグチ,カチャカチ,ガッカリ,ガサゴソ,サッパリ,カッチカ,ムシャムシ,パラスタ,クネスタ
1,9,1,3,1,73,1,3,1,2,1,1,2,1,1,2,1,1,1,1,5,1
