がたむし,もたくさ,いがあっぷ,ごてとぼ,かったた,ぶちのめ,とってく,がちゃがち,さんぷる,はっきり,きくしな,かちんこちん,どきする,かちとく,うとする,くつだっ,わくしな,ずかしく,ぶるすら,らんぐだ,しながら,するから,さっそく,わーあっぷ,けたこと,だったら,いがかり,ことすら,からさら,がらかち,ことだっ,ぴーする,ゆること,わくする,とこぴー,ことぐら,がたすく,うだから,どきしな,だったか,こんとろ,ぐらいが,かきむし,にこうし,すっかり,すーぱー,ばらけた,すらしな,もそうだ,しわかっ,きりげー,かりだっ,すること,ころうと,つけてく,ぶらうざ,ばっかり,うしてく,もそもこ,しなかっ,ひらたか,すくとっ,するつー,しなこと,もりだっ,もわから,にこぴー,からのめ,はっぴー,こんへと,めちゃくちゃ,めたから,かったっ,しばかり,からこそ,かったら,わなかっ,さっぱり,きーぼー,かったか,うとわく,からこう,じりつい,ひらたた,わないが,うしたら,かってく
10,2,1,1,1,1,1,1,2,4,1,1,1,1,4,1,1,1,1,1,6,1,2,1,1,6,2,2,1,1,2,1,2,1,1,2,1,1,1,10,2,2,1,1,1,2,1,3,1,1,1,3,24,1,2,9,1,3,1,6,1,7,1,1,1,2,3,1,1,1,1,2,2,1,3,1,1,2,9,11,1,1,1,1,1,1,2
