バラバラ,マジマジ,イライラ,チクチク,ワイワイ,ニコニコ
['だから七体がほぼ同じような位置に居たとしても、僕たちが接敵するまでにバラバラになった。\n'],['「マジマジ。ゾンビ集団には手を出してないけど単体のは何度かね。そして簡単な攻略法も見つけたから実戦するから良く見ててよ」\n'],['流石にそろそろイライラしてきた。\n'],['後ろからニコニコとチクチクと言う二つの視線を感じつつ、僕は校庭まで走り出て、校舎に逃げ込もうと駆け寄る者たちに銃を向けた。\n'],['等とワイワイ騒ぎながら物色して集めていたのだが、館内放送で良くない知らせが届いた。\n'],['後ろからニコニコとチクチクと言う二つの視線を感じつつ、僕は校庭まで走り出て、校舎に逃げ込もうと駆け寄る者たちに銃を向けた。\n']
